"Strain","Plasmid","Replicate","RBS","Promoter","Media","well","time","OD600","row","column"
"","",NA,"","","","D12",39521.317,NA,"D",12
"","",NA,"","","","E1",39521.317,NA,"E",1
"","",NA,"","","","E2",39521.317,NA,"E",2
"","",NA,"","","","E3",39521.317,NA,"E",3
"","",NA,"","","","E4",39521.317,NA,"E",4
"","",NA,"","","","E5",39521.317,NA,"E",5
"","",NA,"","","","E6",39521.317,NA,"E",6
"","",NA,"","","","E7",39521.317,NA,"E",7
"","",NA,"","","","E8",39521.317,NA,"E",8
"","",NA,"","","","E9",39521.317,NA,"E",9
"","",NA,"","","","E10",39521.317,NA,"E",10
"","",NA,"","","","E11",39521.317,NA,"E",11
"","",NA,"","","","E12",39521.317,NA,"E",12
"","",NA,"","","","F1",39521.317,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",39521.317,1.4671,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",39521.317,1.4506,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",39521.317,0.9341,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",39521.317,1.505,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",39521.317,1.1726,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",39521.317,1.0947,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",39521.317,1.1748,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",39521.317,1.2227,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",39521.317,1.2923,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",39521.317,1.0284,"F",11
"","",NA,"","","","F12",39521.317,NA,"F",12
"","",NA,"","","","G1",39521.317,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",39521.317,1.4303,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",39521.317,1.4572,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",39521.317,1.2232,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",39521.317,1.4449,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",39521.317,1.1549,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",39521.317,1.0872,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",39521.317,1.0679,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",39521.317,0.9798,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",39521.317,1.024,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",39521.317,1.058,"G",11
"","",NA,"","","","G12",39521.317,NA,"G",12
"","",NA,"","","","H1",39521.317,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",39521.317,1.4468,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",39521.317,1.4557,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",39521.317,0.9828,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",39521.317,1.4304,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",39521.317,1.0517,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",39521.317,0.8504,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",39521.317,0.7441,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",39521.317,0.6696,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",39521.317,0.6551,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",39521.317,0.7971,"H",11
"","",NA,"","","","H12",39521.317,NA,"H",12
"","",NA,"","","","A1",40094.144,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",40094.144,1.4603,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",40094.144,1.4725,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",40094.144,1.3331,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",40094.144,1.6615,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",40094.144,1.7541,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",40094.144,1.6131,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",40094.144,1.5973,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",40094.144,1.329,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",40094.144,1.8278,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",40094.144,1.7075,"A",11
"","",NA,"","","","A12",40094.144,NA,"A",12
"","",NA,"","","","B1",40094.144,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",40094.144,1.5058,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",40094.144,1.4823,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",40094.144,1.2842,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",40094.144,1.8031,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",40094.144,1.6469,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",40094.144,1.5522,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",40094.144,1.6872,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",40094.144,1.5974,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",40094.144,1.768,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",40094.144,1.7011,"B",11
"","",NA,"","","","B12",40094.144,NA,"B",12
"","",NA,"","","","C1",40094.144,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",40094.144,1.5462,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",40094.144,1.5171,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",40094.144,1.3153,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",40094.144,1.6641,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",40094.144,1.533,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",40094.144,1.5706,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",40094.144,1.5968,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",40094.144,1.5525,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",40094.144,1.6931,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",40094.144,1.6011,"C",11
"","",NA,"","","","C12",40094.144,NA,"C",12
"","",NA,"","","","D1",40094.144,NA,"D",1
"","",NA,"","","","D2",40094.144,NA,"D",2
"","",NA,"","","","D3",40094.144,NA,"D",3
"","",NA,"","","","D4",40094.144,NA,"D",4
"","",NA,"","","","D5",40094.144,NA,"D",5
"","",NA,"","","","D6",40094.144,NA,"D",6
"","",NA,"","","","D7",40094.144,NA,"D",7
"","",NA,"","","","D8",40094.144,NA,"D",8
"","",NA,"","","","D9",40094.144,NA,"D",9
"","",NA,"","","","D10",40094.144,NA,"D",10
"","",NA,"","","","D11",40094.144,NA,"D",11
"","",NA,"","","","D12",40094.144,NA,"D",12
"","",NA,"","","","E1",40094.144,NA,"E",1
"","",NA,"","","","E2",40094.144,NA,"E",2
"","",NA,"","","","E3",40094.144,NA,"E",3
"","",NA,"","","","E4",40094.144,NA,"E",4
"","",NA,"","","","E5",40094.144,NA,"E",5
"","",NA,"","","","E6",40094.144,NA,"E",6
"","",NA,"","","","E7",40094.144,NA,"E",7
"","",NA,"","","","E8",40094.144,NA,"E",8
"","",NA,"","","","E9",40094.144,NA,"E",9
"","",NA,"","","","E10",40094.144,NA,"E",10
"","",NA,"","","","E11",40094.144,NA,"E",11
"","",NA,"","","","E12",40094.144,NA,"E",12
"","",NA,"","","","F1",40094.144,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",40094.144,1.4716,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",40094.144,1.4546,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",40094.144,0.9528,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",40094.144,1.5293,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",40094.144,1.1809,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",40094.144,1.107,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",40094.144,1.1843,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",40094.144,1.2311,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",40094.144,1.3018,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",40094.144,1.032,"F",11
"","",NA,"","","","F12",40094.144,NA,"F",12
"","",NA,"","","","G1",40094.144,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",40094.144,1.435,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",40094.144,1.4586,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",40094.144,1.2361,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",40094.144,1.4495,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",40094.144,1.1623,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",40094.144,1.0997,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",40094.144,1.0792,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",40094.144,0.9922,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",40094.144,1.0332,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",40094.144,1.0629,"G",11
"","",NA,"","","","G12",40094.144,NA,"G",12
"","",NA,"","","","H1",40094.144,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",40094.144,1.4466,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",40094.144,1.4584,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",40094.144,1.0002,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",40094.144,1.4431,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",40094.144,1.0642,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",40094.144,0.8636,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",40094.144,0.7541,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",40094.144,0.6783,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",40094.144,0.6534,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",40094.144,0.8,"H",11
"","",NA,"","","","H12",40094.144,NA,"H",12
"","",NA,"","","","A1",40667.034,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",40667.034,1.4834,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",40667.034,1.4463,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",40667.034,1.3274,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",40667.034,1.6609,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",40667.034,1.7577,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",40667.034,1.6113,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",40667.034,1.5956,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",40667.034,1.3459,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",40667.034,1.8243,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",40667.034,1.7155,"A",11
"","",NA,"","","","A12",40667.034,NA,"A",12
"","",NA,"","","","B1",40667.034,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",40667.034,1.517,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",40667.034,1.4808,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",40667.034,1.2913,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",40667.034,1.8033,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",40667.034,1.6512,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",40667.034,1.5572,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",40667.034,1.688,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",40667.034,1.6067,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",40667.034,1.771,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",40667.034,1.6955,"B",11
"","",NA,"","","","B12",40667.034,NA,"B",12
"","",NA,"","","","C1",40667.034,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",40667.034,1.5459,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",40667.034,1.5077,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",40667.034,1.3242,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",40667.034,1.6665,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",40667.034,1.5399,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",40667.034,1.5763,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",40667.034,1.6015,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",40667.034,1.5579,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",40667.034,1.6971,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",40667.034,1.6062,"C",11
"","",NA,"","","","C12",40667.034,NA,"C",12
"","",NA,"","","","D1",40667.034,NA,"D",1
"","",NA,"","","","D2",40667.034,NA,"D",2
"","",NA,"","","","D3",40667.034,NA,"D",3
"","",NA,"","","","D4",40667.034,NA,"D",4
"","",NA,"","","","D5",40667.034,NA,"D",5
"","",NA,"","","","D6",40667.034,NA,"D",6
"","",NA,"","","","D7",40667.034,NA,"D",7
"","",NA,"","","","D8",40667.034,NA,"D",8
"","",NA,"","","","D9",40667.034,NA,"D",9
"","",NA,"","","","D10",40667.034,NA,"D",10
"","",NA,"","","","D11",40667.034,NA,"D",11
"","",NA,"","","","D12",40667.034,NA,"D",12
"","",NA,"","","","E1",40667.034,NA,"E",1
"","",NA,"","","","E2",40667.034,NA,"E",2
"","",NA,"","","","E3",40667.034,NA,"E",3
"","",NA,"","","","E4",40667.034,NA,"E",4
"","",NA,"","","","E5",40667.034,NA,"E",5
"","",NA,"","","","E6",40667.034,NA,"E",6
"","",NA,"","","","E7",40667.034,NA,"E",7
"","",NA,"","","","E8",40667.034,NA,"E",8
"","",NA,"","","","E9",40667.034,NA,"E",9
"","",NA,"","","","E10",40667.034,NA,"E",10
"","",NA,"","","","E11",40667.034,NA,"E",11
"","",NA,"","","","E12",40667.034,NA,"E",12
"","",NA,"","","","F1",40667.034,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",40667.034,1.4749,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",40667.034,1.4567,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",40667.034,0.9728,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",40667.034,1.5513,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",40667.034,1.1901,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",40667.034,1.1173,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",40667.034,1.1935,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",40667.034,1.2389,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",40667.034,1.3168,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",40667.034,1.0394,"F",11
"","",NA,"","","","F12",40667.034,NA,"F",12
"","",NA,"","","","G1",40667.034,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",40667.034,1.4388,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",40667.034,1.4613,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",40667.034,1.2408,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",40667.034,1.4583,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",40667.034,1.1705,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",40667.034,1.1114,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",40667.034,1.0874,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",40667.034,1.0037,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",40667.034,1.043,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",40667.034,1.0712,"G",11
"","",NA,"","","","G12",40667.034,NA,"G",12
"","",NA,"","","","H1",40667.034,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",40667.034,1.4568,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",40667.034,1.46,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",40667.034,1.0198,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",40667.034,1.4609,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",40667.034,1.0769,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",40667.034,0.877,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",40667.034,0.765,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",40667.034,0.687,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",40667.034,0.6607,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",40667.034,0.8063,"H",11
"","",NA,"","","","H12",40667.034,NA,"H",12
"","",NA,"","","","A1",41239.855,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",41239.855,1.4896,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",41239.855,1.4349,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",41239.855,1.3265,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",41239.855,1.664,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",41239.855,1.7577,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",41239.855,1.6064,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",41239.855,1.5906,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",41239.855,1.3467,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",41239.855,1.8219,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",41239.855,1.7186,"A",11
"","",NA,"","","","A12",41239.855,NA,"A",12
"","",NA,"","","","B1",41239.855,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",41239.855,1.5157,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",41239.855,1.4807,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",41239.855,1.3045,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",41239.855,1.8051,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",41239.855,1.6579,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",41239.855,1.5642,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",41239.855,1.6888,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",41239.855,1.6103,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",41239.855,1.7691,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",41239.855,1.6907,"B",11
"","",NA,"","","","B12",41239.855,NA,"B",12
"","",NA,"","","","C1",41239.855,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",41239.855,1.5482,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",41239.855,1.5046,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",41239.855,1.3302,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",41239.855,1.6709,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",41239.855,1.5441,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",41239.855,1.5829,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",41239.855,1.6045,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",41239.855,1.5659,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",41239.855,1.7033,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",41239.855,1.6077,"C",11
"","",NA,"","","","C12",41239.855,NA,"C",12
"","",NA,"","","","D1",41239.855,NA,"D",1
"","",NA,"","","","D2",41239.855,NA,"D",2
"","",NA,"","","","D3",41239.855,NA,"D",3
"","",NA,"","","","D4",41239.855,NA,"D",4
"","",NA,"","","","D5",41239.855,NA,"D",5
"","",NA,"","","","D6",41239.855,NA,"D",6
"","",NA,"","","","D7",41239.855,NA,"D",7
"","",NA,"","","","D8",41239.855,NA,"D",8
"","",NA,"","","","D9",41239.855,NA,"D",9
"","",NA,"","","","D10",41239.855,NA,"D",10
"","",NA,"","","","D11",41239.855,NA,"D",11
"","",NA,"","","","D12",41239.855,NA,"D",12
"","",NA,"","","","E1",41239.855,NA,"E",1
"","",NA,"","","","E2",41239.855,NA,"E",2
"","",NA,"","","","E3",41239.855,NA,"E",3
"","",NA,"","","","E4",41239.855,NA,"E",4
"","",NA,"","","","E5",41239.855,NA,"E",5
"","",NA,"","","","E6",41239.855,NA,"E",6
"","",NA,"","","","E7",41239.855,NA,"E",7
"","",NA,"","","","E8",41239.855,NA,"E",8
"","",NA,"","","","E9",41239.855,NA,"E",9
"","",NA,"","","","E10",41239.855,NA,"E",10
"","",NA,"","","","E11",41239.855,NA,"E",11
"","",NA,"","","","E12",41239.855,NA,"E",12
"","",NA,"","","","F1",41239.855,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",41239.855,1.4769,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",41239.855,1.4597,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",41239.855,0.9928,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",41239.855,1.5727,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",41239.855,1.1985,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",41239.855,1.1289,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",41239.855,1.2027,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",41239.855,1.2465,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",41239.855,1.3266,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",41239.855,1.0463,"F",11
"","",NA,"","","","F12",41239.855,NA,"F",12
"","",NA,"","","","G1",41239.855,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",41239.855,1.4438,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",41239.855,1.4619,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",41239.855,1.251,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",41239.855,1.477,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",41239.855,1.1797,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",41239.855,1.1256,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",41239.855,1.0969,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",41239.855,1.0132,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",41239.855,1.0508,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",41239.855,1.0744,"G",11
"","",NA,"","","","G12",41239.855,NA,"G",12
"","",NA,"","","","H1",41239.855,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",41239.855,1.4617,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",41239.855,1.4615,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",41239.855,1.0392,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",41239.855,1.4888,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",41239.855,1.0896,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",41239.855,0.8891,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",41239.855,0.7753,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",41239.855,0.6934,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",41239.855,0.6676,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",41239.855,0.8083,"H",11
"","",NA,"","","","H12",41239.855,NA,"H",12
"","",NA,"","","","A1",41812.666,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",41812.666,1.5025,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",41812.666,1.4367,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",41812.666,1.3186,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",41812.666,1.6698,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",41812.666,1.7572,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",41812.666,1.6033,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",41812.666,1.5876,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",41812.666,1.3551,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",41812.666,1.825,"A",10
